Uid,Liked Song,ArtistUid
lil_du,582839,ShadowProject
lil_du,594031,seaking02030203
lil_du,576207,lanting
lil_du,583721,Monoofficial2341
lil_du,580244,thecrane
lil_du,587926,darkparadise
lil_du,586036,ZEO_WATER
lil_du,584743,DUF
lil_du,584755,lil_du
lil_du,583399,cornyjw
lil_du,582625,seaking02030203
lil_du,576960,YUNGLILY
lil_du,580784,HandyLee
lil_du,580692,ZEO_WATER
lil_du,579983,seaking02030203
lil_du,574330,PhilipYoung
lil_du,352848,yerkomusic
lil_du,573427,HigherBrothers
lil_du,548044,k135246k1
lil_du,554138,left7792
lil_du,572609,HigherBrothers
lil_du,568366,DUF
lil_du,572286,johnnnnnn
lil_du,572250,neonerostw
lil_du,572224,nightkeepers2015
lil_du,566588,Onstudio
lil_du,570096,Onstudio
lil_du,570657,LexieLiu
lil_du,562168,chord76415
lil_du,567252,REX_bbk
lil_du,567083,LexieLiu
lil_du,567059,PinkNoise11
lil_du,566864,LexieLiu
lil_du,547891,seaking02030203
lil_du,563845,johnnnnnn
lil_du,517477,MateLin
lil_du,551405,Bestards
lil_du,565233,BackMountKrew
lil_du,203852,aaasi
lil_du,203850,aaasi
lil_du,376249,aaasi
lil_du,540750,aaasi
lil_du,414451,aaasi
lil_du,542286,sweetjohnband
lil_du,558184,Julia_Wu
lil_du,524371,PhilipYoung
lil_du,562776,minsta
lil_du,562248,Marz23
lil_du,559583,ZEO_WATER
lil_du,558682,seaking02030203
lil_du,548294,FoolAndIdiotBand
lil_du,558683,seaking02030203
lil_du,557759,ozioffcl
lil_du,544848,BackMountKrew
lil_du,544006,seaking02030203
lil_du,512892,BackMountKrew
lil_giant,680701,nicky_liu
lil_giant,618308,birstyle236016
lil_giant,639246,anthony0926handsome
lil_giant,675488,nauhuang
lil_giant,672212,GummyBBB
lil_giant,673057,nauhuang
lil_giant,672140,wc109101065
lil_giant,668414,Dean829
lil_giant,668110,nauhuang
lil_giant,667223,ted78247820
lil_giant,646790,k7820320
lil_giant,666862,linjheyu
lil_giant,662119,ted78247820
lil_giant,662010,Johnchen4real
lil_giant,661093,zac60422
lil_giant,661137,h2o1996
lil_giant,649907,mzhenzu
lil_giant,647197,zac60422
lil_giant,622643,k7820320
lil_giant,645798,sunriz
lil_giant,643985,teresa1010159
lil_giant,643229,lil_happy_lif3
lil_giant,642548,Someshit
lil_giant,635605,birstyle236016
lil_giant,640522,_pe630arl
lil_giant,636902,ENWHY
lil_giant,636110,yiting_chang_
lil_giant,635609,lil_giant
lil_giant,633561,hengJoneshunnid
lil_giant,611470,hengJoneshunnid
lil_giant,631581,blueburn
lil_giant,148328,poe4ever
lil_giant,630618,s880606
lil_giant,629912,yiting_chang_
lil_giant,628683,zac60422
lil_giant,627880,sharonskwan
lil_giant,628435,lil_giant
lil_giant,624916,chang_wu
lil_giant,627946,wizsosoer
lil_giant,627488,aka_lulu
lil_giant,621490,kuanurboi
lil_giant,627250,gaexpa113918
lil_giant,626968,Jabbertu
lil_giant,627189,Johnchen4real
lil_giant,627050,primary
lil_giant,621658,QueenQuinn
lil_giant,626461,Maochun
lil_giant,626394,Pony5ibe
lil_giant,626386,kuanurboi
lil_giant,626044,hsiuLiu
lil_giant,625508,kuanurboi
lil_giant,624804,rosehuang1127
lil_giant,624241,Jabbertu
lil_giant,623828,popoj820927
lil_giant,622036,collage7275
lil_giant,623365,y310
lil_giant,108920,strike126
lil_giant,621517,gordon4x
lil_giant,623661,lil_giant
lil_giant,574292,ill_mo
lil_giant,622295,whiteson2003
lil_giant,622068,kuanurboi
lil_giant,620722,begone_1998
lil_giant,620658,kuanurboi
lil_giant,619435,teresa1010159
lil_giant,619013,Local_Bomb
lil_giant,618753,tcfsh915006
lil_giant,618484,ozioffcl
lil_giant,618251,Hupesoftman
lil_giant,607828,Chih1012
lil_giant,618133,teresa1010159
lil_giant,618091,shu05229970
lil_giant,615309,birstyle236016
lil_giant,614874,popoj820927
lil_giant,614879,popoj820927
lil_giant,614871,popoj820927
lil_giant,614876,popoj820927
lil_giant,616005,howeazy242
lil_giant,595071,NCKillaz2017
lil_giant,614681,zac60422
lil_giant,614515,Zumi2019
lil_giant,614519,soundof2percent
lil_giant,614522,warconvict
lil_giant,613965,soundof2percent
lil_giant,613127,k87000214
lil_giant,612251,k87000214
lil_giant,611279,KaoLin
lil_giant,612159,lil_giant
lil_giant,611857,k87000214
lil_giant,610937,kuanurboi
lil_giant,611047,zac60422
lil_giant,610833,hsienchinnng
lil_giant,610279,joeyhuang
lil_giant,607580,afuuuuuuuu
lil_giant,607982,Niki_notnikii
lil_giant,605829,Local_Bomb
lil_giant,570924,hsienchinnng
lil_giant,605115,whytetete
lil_giant,377123,HoRayc
lil_giant,605236,yettobeartists
lil_giant,592246,Balious
lil_giant,602812,kuanurboi
lil_giant,601782,gaexpa113918
lil_giant,601635,peach_jaye_23
lil_giant,601673,banyangang
lil_giant,600691,shuya_
lil_giant,599643,UncleWill
lil_giant,596051,UncleWill
lil_giant,599001,lanting
lil_giant,597992,Jinboismyname
lil_giant,598660,mzhenzu
lil_giant,597988,ENWHY
lil_giant,596883,faibaofibo
lil_giant,596575,Someshit
lil_giant,596357,primary
lil_giant,575855,thaeiht1
lil_giant,580240,Jinboismyname
lil_giant,595187,hsienchinnng
lil_giant,594594,jnco
lil_giant,593807,solomomliu
lil_giant,590883,Someshit
lil_giant,585553,Daylily
lil_giant,581492,suckmc
lil_giant,581509,hsienchinnng
lil_giant,579230,doggyjan
lil_giant,558184,Julia_Wu
lil_giant,558389,LexieLiu
lil_happy_lif3,555479,liangfu2017
lil_happy_lif3,667588,azDNorth
lil_happy_lif3,666137,ted78247820
lil_happy_lif3,643086,shu05229970
lil_happy_lif3,661505,Leepa
lil_happy_lif3,656607,stothen_n
lil_happy_lif3,656911,mxxdlife
lil_happy_lif3,655249,Johnchen4real
lil_happy_lif3,653143,neosoul6666
lil_happy_lif3,545858,liangfu2017
lil_happy_lif3,567720,liangfu2017
lil_happy_lif3,567730,liangfu2017
lil_happy_lif3,652516,mxxdlife
lil_happy_lif3,624047,yellowhippy420
lil_happy_lif3,606283,yellowhippy420
lil_happy_lif3,649905,zac60422
lil_happy_lif3,649619,popoj820927
lil_happy_lif3,648948,leowangmorrison
lil_happy_lif3,638615,CASHME_
lil_happy_lif3,647197,zac60422
lil_happy_lif3,646455,Hard
lil_happy_lif3,633319,AHAHAH
lil_happy_lif3,615279,Hupesoftman
lil_happy_lif3,646372,mxxdlife
lil_happy_lif3,552669,liulewie
lil_happy_lif3,604839,zac60422
lil_happy_lif3,641092,zac60422
lil_happy_lif3,646216,zac60422
lil_happy_lif3,624055,yellowhippy420
lil_happy_lif3,645030,Jabbertu
lil_happy_lif3,645733,Hupesoftman
lil_happy_lif3,645278,OmtRtugh
lil_happy_lif3,628770,yellowhippy420
lil_happy_lif3,644556,popoj820927
lil_happy_lif3,644539,mxxdlife
lil_happy_lif3,643357,zac60422
lil_happy_lif3,644237,yellowhippy420
lil_happy_lif3,637316,nooovaaa
lil_happy_lif3,643671,goldink0515
lil_happy_lif3,643672,goldink0515
lil_happy_lif3,643229,lil_happy_lif3
lil_happy_lif3,643228,lil_happy_lif3
lil_happy_lif3,548393,liangfu2017
lil_happy_lif3,603404,hbdbilly
lil_happy_lif3,642098,itsyourfault
lil_happy_lif3,642415,yellowhippy420
lil_happy_lif3,637479,lil_happy_lif3
lil_happy_lif3,637931,longhumen
lil_happy_lif3,639419,clynntw
lil_happy_lif3,611077,popoj820927
lil_happy_lif3,567734,liangfu2017
lil_happy_lif3,484697,liangfu2017
lil_happy_lif3,614876,popoj820927
lil_happy_lif3,597044,banyangang
lil_happy_lif3,640685,GummyBBB
lil_happy_lif3,557115,pihairyan
lil_happy_lif3,607206,peterfish
lil_happy_lif3,566990,s4203871017
lil_happy_lif3,557116,pihairyan
lil_happy_lif3,637484,lil_happy_lif3
lil_happy_lif3,639962,Chih1012
lil_happy_lif3,548384,510864772
lil_happy_lif3,582923,510864772
lil_happy_lif3,594604,Hard
lil_happy_lif3,600093,liangfu2017
lil_happy_lif3,640522,_pe630arl
lil_happy_lif3,638969,lil_happy_lif3
lil_happy_lif3,619013,Local_Bomb
lil_happy_lif3,605829,Local_Bomb
lil_happy_lif3,639749,Hupesoftman
lil_happy_lif3,620730,neosoul6666
lil_happy_lif3,567719,liangfu2017
lil_happy_lif3,639028,CASHME_
lil_happy_lif3,530486,liangfu2017
lil_happy_lif3,637481,lil_happy_lif3
lil_happy_lif3,624048,yellowhippy420
lil_happy_lif3,484702,liangfu2017
lil_happy_lif3,612704,liangfu2017
lil_happy_lif3,636967,mxxdlife
lil_happy_lif3,635283,yellowhippy420
lil_happy_lif3,636600,shu05229970
lil_happy_lif3,167272,hung730322
lil_happy_lif3,153118,poe4ever
lil_happy_lif3,627769,raspy_firefly_01h
lil_happy_lif3,633420,Pony5ibe
lil_happy_lif3,636531,leafyeh
lil_happy_lif3,626551,OOPIG
lil_happy_lif3,602596,goldink0515
lil_happy_lif3,95111,rolex
lil_happy_lif3,631462,yellowhippy420
lil_happy_lif3,90359,rolex
lil_happy_lif3,61584,dinlow
lil_karbi,675672,sonnieband
lil_karbi,675488,nauhuang
lil_karbi,650795,sausageroar
lil_karbi,675270,popoj820927
lil_karbi,673035,lil_karbi
lil_karbi,672140,wc109101065
lil_karbi,666862,linjheyu
lil_karbi,662119,ted78247820
lil_karbi,662010,Johnchen4real
lil_karbi,659760,_pe630arl
lil_karbi,658442,lil_karbi
lil_karbi,640685,GummyBBB
lil_karbi,640522,_pe630arl
lil_karbi,638160,ryanlin
lil_karbi,634261,dudedonteventry
lil_karbi,635274,aged_star_kga
lil_karbi,635129,lil_karbi
lil_karbi,629912,yiting_chang_
lil_karbi,628977,lil_karbi
lil_karbi,627946,wizsosoer
lil_karbi,611283,accusefive
lil_karbi,626968,Jabbertu
lil_karbi,626461,Maochun
lil_karbi,623828,popoj820927
lil_karbi,624241,Jabbertu
lil_karbi,622528,Maochun
lil_karbi,623048,Jabbertu
lil_karbi,622068,kuanurboi
limgiong,666596,rekileggy
limgiong,17891,limgiong
limgiong,139255,djpoint
limgiong,122332,djvesta
limgiong,93211,djvesta
limgiong,91168,djvesta
limgiong,84290,djvesta
limgiong,82005,djvesta
limgiong,78812,djvesta
limgiong,74409,djvesta
limgiong,70348,thetoxictwins
limgiong,63140,djvesta
limgiong,57748,djpoint
limgiong,55067,mun
limgiong,50086,djpoint
limgiong,53033,childishgo
limgiong,33591,mymaytai
limgiong,33592,mymaytai
limgiong,33435,mymaytai
limgiong,32784,mymaytai
limgiong,33436,mymaytai
limgiong,30635,djpoint
limgiong,38056,coachclub
limgiong,31783,haya
limgiong,31782,haya
limgiong,31780,haya
limgiong,31679,haya
limgiong,31677,haya
limgiong,32495,Tek
limgiong,32215,Tek
limgiong,29189,Tek
limgiong,31339,QuachilUttaus
limgiong,24610,aheya2007
limgiong,24280,tb303
limgiong,23442,djpoint
limgiong,11173,tan8810205
limgiong,17234,tan8810205
limgiong,17297,tan8810205
limgiong,20466,tan8810205
limgiong,19623,tan8810205
limgiong,20723,tan8810205
limgiong,18498,djpoint
limgiong,17936,djpoint
limgiong,8658,major
limgiong,8668,major
limgiong,8696,major
limgiong,10367,gaoyuhan
limgiong,8777,djsushi
limgiong,8778,djsushi
limgiong,8779,djsushi
limgiong,9077,djsushi
limgiong,9078,djsushi
limgiong,5984,elisaflo
limgiong,6004,elisaflo
limgiong,6006,elisaflo
limgiong,1592,arny
limgiong,330,yuda
limgiong,1123,songce
limgiong,817,songce
limgiong,752,songce
limgiong,751,songce
limgiong,970,KEVINSU
limgiong,1245,xlgem
limgiong,1235,xlgem
lingyuankeng,667787,imtyping_
lingyuankeng,667785,lingyuankeng
linion_linion,669094,linion_linion
linion_linion,663041,fourpens
linion_linion,638650,linion_linion
linion_linion,617709,linion_linion
linion_linion,575076,BeatmakersTaipei
linion_linion,570098,linion_linion
linion_linion,569493,linion_linion
linyuchang,669192,linyuchang
linyuchang,669170,linyuchang
linyuchang,659792,linyuchang
linyuchang,655049,realProfessorH
linyuchang,651109,kumarathecat
linyuchang,642798,linyuchang
linyuchang,640542,linyuchang
linyuchang,629574,magotsao
linyuchang,629151,EGGYY0208
linyuchang,628760,linyuchang
linyuchang,611586,EddieChiou
linyuchang,618191,EarlBand
linyuchang,596436,EarlBand
linyuchang,613827,linyuchang
linyuchang,608585,linyuchang
linyuchang,607256,linyuchang
linyuchang,604942,MidisWonderland
linyuchang,604828,realProfessorH
linyuchang,604433,linyuchang
linyuchang,604204,linyuchang
linyuchang,602125,chenx3
linyuchang,601335,chenx3
linyuchang,601589,mond121207
linyuchang,602267,punkhoo
linyuchang,602273,madzine
linyuchang,602118,heatsketch
linyuchang,602132,DayDayDavis
linyuchang,602151,zycozycozyco
linyuchang,601927,denicheng
linyuchang,601862,junglemico
linyuchang,601374,toufahutong
linyuchang,600656,usaymasiru
linyuchang,601465,SausageChasel
linyuchang,601475,som4ever
linyuchang,601545,jihumusic
linyuchang,601340,joshua980
linyuchang,586818,kurtpengyu
linyuchang,601635,peach_jaye_23
linyuchang,601365,peach_jaye_23
linyuchang,601713,welchenmusic
linyuchang,600342,chichiao1314
linyuchang,601766,LexieLiu
linyuchang,601782,gaexpa113918
linyuchang,601826,yellowhippy420
linyuchang,601852,TzChien
linyuchang,599747,SoulFaofficial
linyuchang,601400,Onstudio
linyuchang,601106,Rapguy
linyuchang,601490,WalkingDownZhinanRoad
linyuchang,600105,woodenglasses
linyuchang,601351,linyuchang
linyuchang,587921,linyuchang
linyuchang,584049,linyuchang
linyuchang,583726,EarlBand
linyuchang,581286,HuiChuWang
linyuchang,580787,masonchiangmusic
linyuchang,566690,masonchiangmusic
linyuchang,567298,masonchiangmusic
linyuchang,569248,masonchiangmusic
linyuchang,573674,masonchiangmusic
linyuchang,574944,masonchiangmusic
linyuchang,580017,masonchiangmusic
linyuchang,580786,masonchiangmusic
linyuchang,579708,Theseus_tw
linyuchang,579817,madzine
linyuchang,578460,threepeoplemusic
linyuchang,579453,nckn
linyuchang,367316,onepagebandtw
linyuchang,577316,onepagebandtw
linyuchang,579534,pickup
linyuchang,577652,linyuchang
linyuchang,577597,EarlBand
linyuchang,518887,pickup
linyuchang,576465,linyuchang
linyuchang,570171,linyuchang
liucanned,597878,a59126487
liucanned,208713,Speaka
liucanned,596388,Conehead
liucanned,595829,sasa0720h
liucanned,596187,suana
liucanned,151759,Cicadatw
liucanned,189592,liucanned
liucanned,587607,e5srfe54r1
liucanned,557163,lana20170325
liucanned,538421,Cicadatw
liucanned,547529,Dizparity
liucanned,374118,Sangpuy_SKM
liucanned,546281,Cicadatw
liucanned,547898,liucanned
liucanned,479627,Tasty
liucanned,547920,rabadee
liucanned,521357,AirDoll
liucanned,547874,liucanned
liucanned,393876,Tasty
liucanned,153755,liucanned
liucanned,124963,liucanned
liucanned,181554,yulun_chen
liucanned,331878,bibo30200
liucanned,316089,chengyao
liucanned,300407,fredfred81111
liucanned,300169,sk5050
liucanned,108232,ETEGG
liucanned,194512,escape_plan
liucanned,213976,Tasty
liucanned,209171,yahsin05120
liucanned,137390,Tasty
liucanned,198600,applepink
liucanned,194339,minging27
liucanned,198141,air4378
liucanned,197512,kenoda8
liucanned,194117,jason90929
liucanned,193493,air4378
liucanned,193097,SilviaYang
liucanned,134803,tonychenmusic
liucanned,190634,hsinpei
liucanned,164665,air4378
liucanned,188227,air4378
liucanned,180133,SilviaYang
liucanned,186441,MGdesigner
liucanned,180496,emilymusic
liucanned,180372,hsinpei
liucanned,178943,SilviaYang
liucanned,163727,aeonnight
liucanned,145961,piaxstudio
liucanned,168644,SilviaYang
liucanned,172534,yiyiflydream0159
liucanned,170550,Tasty
liucanned,170509,Heartbeat100STOP
liucanned,170425,boredom9
liucanned,169806,minging27
liucanned,169914,hsinpei
liucanned,167244,SilviaYang
liucanned,167226,flblueflower0821
liucanned,168378,yanjun110
liucanned,167989,Nizope
liucanned,167428,keymusic
liucanned,165856,flblueflower0821
liucanned,165907,usaymasiru
liucanned,135274,gasquill
liucanned,145380,gasquill
liucanned,163416,hsinpei
liucanned,162462,cozydiary
liucanned,161928,gasquill
liucanned,161890,snkbook2011
liucanned,161046,juzzyorange
liucanned,160987,nathan0516
liucanned,153297,stepmania
liucanned,160365,gordonsgodown
liucanned,160319,cloudchou
liucanned,159406,duanger
liucanned,145538,vivian13tw
liucanned,159319,Amido
liucanned,158613,gordonsgodown
liucanned,75717,Amido
liucanned,157286,gasquill
liucanned,156653,pingannz
liucanned,155664,pqpqpq
liucanned,154906,Tasty
liucanned,154930,yasuya
liucanned,154538,pqpqpq
liucanned,153425,mollbird
liucanned,153087,jazzmumu
liucanned,152749,lsfhorner
liucanned,81464,desertlily
liucanned,152255,minokabasawa200
liucanned,151077,seansu0801
liucanned,150755,flblueflower0821
liucanned,150729,BetaGida
liucanned,150728,jcfc
liucanned,150549,vivian13tw
liucanned,150546,vivian13tw
liucanned,150414,stu84096
liucanned,150554,minging27
liucanned,150045,myrecording
liucanned,150066,dishpresto
liucanned,150253,andygolden1007
liucanned,148343,si.alian
liucanned,142173,abc931399
liucanned,132201,patty9533
liucanned,121995,hsinpei
liucanned,149541,aeonnight
liucanned,147338,renascimento
liucanned,147739,minokabasawa200
liucanned,147834,seansu0801
liucanned,148298,MAXSOS99
liucanned,149047,treetreechou
liucanned,149066,mon7979079
liucanned,149104,dranpencil
liucanned,149487,mardrea
liucanned,149784,mu_nest
liucanned,149147,SexyHam
liucanned,149501,seansu0801
liucanned,149451,hsinpei
liucanned,149450,hsinpei
liucanned,149097,real_jimmy
liucanned,92659,Finn13
liucanned,74101,hsinpei
liucanned,148292,minging27
liucanned,148280,LMmusic210
liucanned,51084,anyanbai
liucanned,146274,luenhsieh
liucanned,139991,theandy123
liucanned,146957,faithhopemusic
liucanned,146467,kay159321
liucanned,146070,jk909
liucanned,146013,e5srfe54r1
liucanned,145223,flyingspirit
liucanned,145138,pqpqpq
liucanned,145017,celia_201
liucanned,145036,minging27
liucanned,143185,lairo18
liucanned,144552,chiayuanyu
liucanned,136802,Babymusic
liucanned,136813,Babymusic
liucanned,143956,Babymusic
liucanned,143868,pqpqpq
liucanned,137171,cincinlee
liucanned,143516,peilei24
liucanned,143517,NightLeaVe
liucanned,81162,jcfc
liucanned,142605,n019365289
liucanned,142713,seansu0801
liucanned,142661,pqpqpq
liucanned,139672,Lei_Lei
liucanned,142464,w9injack
liucanned,141943,pqpqpq
liucanned,141659,jerry99654
liucanned,141664,yanverylovehill
liucanned,141528,otinao588
liucanned,141348,pheonixsitu
liucanned,141353,pheonixsitu
liucanned,140837,Tasty
liucanned,118480,desk90147
liucanned,140611,ssssg3
liucanned,140480,medchem
liucanned,139993,pqpqpq
liucanned,140501,seansu0801
liucanned,62855,dingdingshishi
liucanned,140135,oldgame
liucanned,71340,hsinpei
liucanned,29353,hsinpei
liucanned,140002,minokabasawa200
liucanned,139980,pqpqpq
liucanned,139923,annester
liucanned,139854,oldgame
liucanned,139553,flblueflower0821
liucanned,139605,gasquill
liucanned,139264,flblueflower0821
liucanned,139053,jcfc
liucanned,138767,pqpqpq
liucanned,138578,rorock52
liucanned,138602,vicky7629
liucanned,138472,theandy123
liucanned,138209,enin04092006
liucanned,138265,winsound
liucanned,85903,yil
liucanned,137959,thisisyoyo
liucanned,137694,tonychenmusic
liucanned,135112,hideto810006
liucanned,136823,Babymusic
liucanned,137587,tonychenmusic
liucanned,86536,liucanned
liucanned,136894,weimojay
liucanned,98186,weimojay
liucanned,136886,cason_music
liucanned,135943,waggy
liucanned,136037,wcindyu
liucanned,136852,Tasty
liucanned,136855,rhapsody317
liucanned,135303,dingdingshishi
liucanned,68176,alicewmusic
liucanned,68090,alicewmusic
liucanned,118861,hsinpei
liucanned,136388,patty9533
liucanned,136212,gasquill
liucanned,135318,Illy
liucanned,134597,JHmetal
liucanned,134594,JHmetal
liucanned,134496,rls0914
liucanned,116784,gasquill
liucanned,122984,gasquill
liucanned,117192,gasquill
liucanned,135563,Reinstall_Line
liucanned,135681,holyfire
liucanned,134311,Crystaldancer
liucanned,134249,TheGirlTheRobots
liucanned,135628,seansu0801
liucanned,132261,wayhome60585
liucanned,135182,IGUband
liucanned,111151,Cuteboy
liucanned,135307,killerblood
liucanned,135312,celia_201
liucanned,134774,Cettoana
liucanned,134930,jcfc
liucanned,99858,guleslotus
liucanned,134327,ambermusic
liucanned,134246,ychm
liucanned,134257,jcfc
liucanned,134051,danny901
liucanned,133941,OLDBOX
liucanned,133963,gasquill
liucanned,133988,gwenchichi
liucanned,134095,newlife200732
liucanned,133826,sss_driver
liucanned,133895,su9232003
liucanned,133422,tclove33
liucanned,133582,Cuteboy
liucanned,133435,Mystery
liucanned,133268,ivybbqq
liucanned,133204,newlife200732
liucanned,133333,verygood123
liucanned,133336,Cettoana
liucanned,133541,bibibee
liucanned,133321,real_jimmy
liucanned,132998,OLDBOX
liucanned,100614,aaabcde
liucanned,132903,seansu0801
liucanned,132737,suparemix
liucanned,130841,yasuya
liucanned,132628,theandy123
liucanned,119504,JeremyChiang
liucanned,132317,cason_music
liucanned,132289,kary0068
liucanned,132168,JeremyChiang
liucanned,114518,racclu
liucanned,131965,joered168
liucanned,131919,mihua
liucanned,131917,ryandog520
liucanned,131769,jcfc
liucanned,131620,Tasty
liucanned,131531,seansu0801
liucanned,131526,seansu0801
liucanned,131407,road
liucanned,42296,hsinpei
liucanned,130251,david198689
liucanned,131111,OurEyes
liucanned,130860,real_jimmy
liucanned,126559,newlife200732
liucanned,130820,LittleCVR
liucanned,130503,racclu
liucanned,130508,racclu
liucanned,130500,Solo625
liucanned,130773,theandy123
liucanned,130136,sujer
liucanned,29376,hsinpei
liucanned,129962,JeremyChiang
liucanned,129645,minokabasawa200
liucanned,91476,gwenchichi
liucanned,125228,gwenchichi
liucanned,129503,Tasty
liucanned,129431,jcfc
liucanned,129392,winsound
liucanned,127816,yukaswat
liucanned,128699,gasquill
liucanned,128834,jcfc
liucanned,24400,reverse96
liucanned,128609,fjunakashi
liucanned,128618,l1211y
liucanned,128564,anrris
liucanned,128389,kongjian
liucanned,128383,kongjian
liucanned,128136,sanguinisch
liucanned,60547,dayfix
liucanned,127904,timpanifox
liucanned,114087,minokabasawa200
liucanned,127533,yukaswat
liucanned,127530,shawncool
liucanned,120285,minging27
liucanned,127376,yukaswat
liucanned,127235,minipi
liucanned,31261,j0953755166
liucanned,125552,ssgf
liucanned,86455,Tasty
liucanned,91214,kninat
liucanned,122153,geraldshih
liucanned,98478,diafield
liucanned,125879,medussa73
liucanned,125631,Tasty
liucanned,124900,rhapsody317
liucanned,125567,rhapsody317
liucanned,125541,sss_driver
liucanned,125509,flyingspirit
liucanned,125130,jcfc
liucanned,120291,minging27
liucanned,124891,sal
liucanned,124878,88Balaz
liucanned,124085,jcfc
liucanned,123945,su9232003
liucanned,123508,winsound
liucanned,120268,no8pig
liucanned,122449,newlife200732
liucanned,121940,cucam51
liucanned,121939,cucam51
liucanned,121793,xumekimo
liucanned,121864,geraldshih
liucanned,121622,rls0914
liucanned,121301,newlife200732
liucanned,121205,harpiccolo
liucanned,120675,applepink
liucanned,120877,w9injack
liucanned,120343,softlipa
liucanned,120218,Cettoana
liucanned,120023,shonwang
liucanned,119826,symphony530
liucanned,119690,vicky7629
liucanned,119289,johny78219
liucanned,119214,dragon287ok
liucanned,119185,jcfc
liucanned,118911,lct9238
liucanned,118746,kninat
liucanned,90857,Tasty
liucanned,118268,lct9238
liucanned,118196,jcfc
liucanned,100021,touchchicken
liucanned,89391,mrliu
liucanned,90207,mrliu
liucanned,63792,wweibird
liucanned,118075,coverpeople
liucanned,116416,chantal.music
liucanned,117174,Illy
liucanned,117429,dujuan8265
liucanned,117650,jcfc
liucanned,115296,prcs
liucanned,115299,prcs
liucanned,117046,w9injack
liucanned,117003,hsinpei
liucanned,116876,dishpresto
liucanned,116961,dds30304
liucanned,116926,hsinpei
liucanned,116665,lct9238
liucanned,116554,p0wei
liucanned,116451,minokabasawa200
liucanned,116158,Tasty
liucanned,115855,MusicLight
liucanned,112199,musicbyturkey
liucanned,112800,ton555
liucanned,112198,musicbyturkey
liucanned,112130,musicbyturkey
liucanned,102358,aniefann
liucanned,115796,hsinpei
liucanned,115661,jjidd999
liucanned,113857,kloudhsu
liucanned,25343,potocake
liucanned,115529,seansu0801
liucanned,114756,fjunakashi
liucanned,114957,ddoe7895
liucanned,98261,semitune
liucanned,115291,prcs
liucanned,115101,th_song
liucanned,115033,Illy
liucanned,115036,Illy
liucanned,115037,Illy
liucanned,114643,p0wei
liucanned,114638,blackstar
liucanned,114558,real_jimmy
liucanned,113129,Toriyama
liucanned,90738,kninat
liucanned,114358,shinyu7
liucanned,114374,feiyah
liucanned,114058,real_jimmy
liucanned,111994,hoskey
liucanned,92781,w9injack
liucanned,87285,kninat
liucanned,93512,jan0777
liucanned,60507,woodywoody2g
liucanned,113228,LKSS
liucanned,68158,irenexia
liucanned,105946,OurEyes
liucanned,10166,softlipa
liucanned,112590,rods
liucanned,57561,alene
liucanned,113027,castleera
liucanned,112838,PeeWee
liucanned,112844,PeeWee
liucanned,113061,w9injack
liucanned,112544,l1211y
liucanned,112511,real_jimmy
liucanned,112373,Tasty
liucanned,112372,Tasty
liucanned,112371,Tasty
liucanned,112370,Tasty
liucanned,93733,w9injack
liucanned,111806,w9injack
liucanned,82272,zhongchi
liucanned,110982,ton555
liucanned,80498,jcfc
liucanned,110643,syhuey
liucanned,92943,jcfc
liucanned,7220,TinaTuna
liucanned,84120,jcfc
liucanned,109942,Tasty
liucanned,109478,bibibee
liucanned,71441,semitune
liucanned,73780,semitune
liucanned,71434,semitune
liucanned,109084,semitune
liucanned,109074,real_jimmy
liucanned,106340,kyoudou827
liucanned,108551,semitune
liucanned,108559,real_jimmy
liucanned,102659,semitune
liucanned,108497,MusicLight
liucanned,107589,unijjfu
liucanned,108088,Haormusic
liucanned,103816,medchem
liucanned,107715,woodywoody2g
liucanned,106921,ton555
liucanned,107583,unijjfu
liucanned,107727,minokabasawa200
liucanned,107101,dishpresto
liucanned,10064,amadeus0525
liucanned,107707,ningyang
liucanned,107064,dishpresto
liucanned,107086,dishpresto
liucanned,107089,dishpresto
liucanned,107147,dishpresto
liucanned,107091,dishpresto
liucanned,95246,minokabasawa200
liucanned,107586,minokabasawa200
liucanned,27642,no8pig
liucanned,107265,Illy
liucanned,107316,klj9992001
liucanned,107347,victory05160223
liucanned,107176,awayumehisui
liucanned,104321,liucanned
liucanned,102270,fifitwo
liucanned,106172,ayu545
liucanned,87666,coverpeople
liucanned,100832,Illy
liucanned,52369,orzboyz
liucanned,105290,glide
liucanned,60911,luenhsieh
liucanned,106529,bibibee
liucanned,49642,thisisyoyo
liucanned,105936,Tasty
liucanned,106202,ningyang
liucanned,49826,stepmania
liucanned,105624,seansu0801
liucanned,105468,glide
liucanned,105446,Tasty
liucanned,105448,Tasty
liucanned,104007,culaliya
liucanned,105169,tracesiu
liucanned,105014,Teric
liucanned,79545,jcfc
liucanned,84123,jcfc
liucanned,101793,hsinpei
liucanned,100252,seansu0801
liucanned,103943,lct9238
liucanned,104588,dietrich0614
liucanned,102440,gina27
liucanned,93712,Tasty
liucanned,99369,Haormusic
liucanned,92919,jiro123
liucanned,91785,Tasty
liucanned,91709,direal
liucanned,91493,pan0429
liucanned,90515,minokabasawa200
liucanned,90498,minokabasawa200
liucanned,90410,minokabasawa200
liucanned,90413,minokabasawa200
liucanned,90411,pan0429
liucanned,90414,minokabasawa200
liucanned,90415,minokabasawa200
liucanned,90418,minokabasawa200
liucanned,90420,minokabasawa200
liucanned,90425,minokabasawa200
