Uid,Songs
like_a_rolling_poem,666924
Salama,558096
seansu0801,140501
Rredz59,593532
budha,26121
ts4life,15188
aaron816,560240
whocares2016,570007
wubyu3,551762
WalkingDownZhinanRoad,567816
lomoguitman,544302
southbadboy,542824
mihua,131919
perse,544164
Wildodio,642879
lucymeow,657080
YoungLee337,622581
snkbook2011,161890
juzzyorange,161046
nblue,140251
SunnyLch,590727
Buzzman,128548
TripleDeer,376806
lairo18,143185
apu_song,657839
taipeicases,195929
masacraeyance,27818
iplockers_peterwu,544428
mrmouth,331101
zhongchi,82272
vacuumusic,367793
wellsaid,546178
yil,85903
heatmark,406035
bts20141128,400171
openyoung,30490
orangechang,648103
Joyce20020627,639391
leegof,605099
pingannz,156653
maryseethefuture,297898
sunocean1703,592770
qiyi66666,360916
Fayzz,362824
DirtyR,41904
wd_221gambler,580461
ton555,106921
ru040228,117776
seansu0801,151077
bebolee,681392
Mikeykuo1126,597649
HakkaPopMusic,643425
Humanity_mirror,571653
praycrazy1,149327
RJ_lin,590067
hjlgg3611,150428
baboomusic,556356
minokabasawa200,152255
chrisxxx,198675
patty9533,136388
shenpeter_sh,316506
nckn,609974
SonicDeadhorse,179882
thesignofhuman,169199
CGHH_KByeh,626745
fuermosha335305,473567
thisisyoyo,654394
y3zsb_music,643052
milkybin,649419
juzzyorange,112307
Humanity_mirror,601775
nastyjrfog,118694
EarlBand,634647
stepmania,49826
Bazy_WestCoast,665791
Serrini,595215
sandy860425tw,597792
momohuang,103246
gn00620357,605054
tbflow,110174
fatalpredator666,626152
Cicadatw,569161
heatsketch,604170
fy920399,625654
racclu,130503
deerxika,580128
five123454321,564317
theother,362134
Charliechin,666425
manicsheepband,192104
peterlin01112021,667659
WeiJLee,580355
youngstar,43101
rainofsorrow,539201
cozydiary,194322
Seafood,221269
Despair_Life,603465
14production,78525
wangleewangleeno1,599334
normalweekends,616852
sugarboyS,610738
aqswdeandy123,661281
liliumtaiwan,374049
Crystaldancer,134311
BoysWithBigCock,537266
eve90711,124646
flowstrong,603297
Peter0925,580981
hoskey,484132
thewriters,396421
zhouchen890217,582163
tobemusictw,559915
funky5043,84947
fragilegirls,471926
rule1230,656923
ldl_19920121,681438
_lh__1999,651934
flyingspirit,125509
wq5080777,673570
chrisxxx,191632
MCebbi,65641
25043422,671702
PruneDeer,578141
modernchildren,395176
Young_Lin,590133
INGAOO,10908
liliumtaiwan,547108
dropthesouls,627330
siaulukala,521047
hui19880718,321409
dlrkloc,559020
ChiYangAlnus,658167
mcturtle0917,29624
oLdWaYs30688,669714
GooDDD,326743
Naughtyband,556204
fjunakashi,128609
mun,55067
Adamschang,628723
SorryYouth,542716
EarlBand,577597
manchuker,74501
MaXioan,566835
SoulFaofficial,599740
ddzero2c,599820
loccerzzh,656613
electricQ,136964
sixteenmins,559669
Nana1stlady,67834
qazwsx88629,679300
IGUband,162184
kiwif2f2f213,555902
xyhan96,571640
ariel1002,177210
formosa,33361
OOPIG,626551
mcxiao,51671
gogowangyy,596252
angelo_leeric,486452
soleabckimo,554600
bibibee,106529
paralleloutput,177401
Hazi_mingli,608973
vacuumusic,360181
chingcyanrose,558620
KathyKurious,24126
slash0715,139113
happy2031452,641317
cozydiary,162462
UnderU,473707
jet_jet,678090
blez,602167
SWEETGAMBLE_,605067
adam160557,605766
cyx_hchm20,607683
tonychenmusic,137587
cason_music,132317
sparkling_rice_1cu,674161
svradio,659742
tzuchuanhsu,564584
MacaquBand,408439
gasquill,139605
annechang1204,632976
Joy910,630630
c546666,550250
wanderingageclub,575395
jcfc,124085
MacaquBand,408409
electricmuse,390351
one3one4,658739
25043422,641140
Lexuan__,648252
krush,25577
y3zsb_music,653838
leeky37,142314
MUCHUNXIAO,632490
pnfc,557568
pinhsinwang1117,662222
handsomeno7,366913
flycode420,579235
paulybleeonly,615978
NANMEN,111616
dadabeer,117085
william810,308437
dodo2000000,577499
Coyico2017,605646
lairo18,144808
w1200u,484412
x820625x,358380
semitune,71434
ychuan0821,647861
weareallears,584633
Oolites,488142
gingermigao,559706
luxlivin,31451
jet_jet,639544
MIDNIGHTPINGPONG,566711
emilymusic,180496
Miso,500292
Kcufit,635811
Nopillowforsobaka,576800
neosoul6666,620730
Penicillin,483921
weareallears,523787
polinfinitum,607410
Ivan_PJJ,587406
kninat,91214
oops_we_fall_asleep_again,656667
icekrozz,25111
afterglows_official,621364
ggyy8039,676622
backstabbingdebbie,587868
25043422,649542
alisinngaiahsiu,585542
storymaker,657073
soundhao,662350
Purr,581354
ControlT,576965
peacewong,632339
minging27,120285
punktv,163629
huangweijieweijie,567847
formosa,62279
Toolate_jja,576245
thefurofficial,629880
han_lin_li,607366
asiamuse,65268
Eustache,546534
TYSG420,589638
FunkyMo,559075
shien_little_stone,628387
dishpresto,107089
ghettochild,70637
dpgc2008,36412
maryseethefuture,301742
jcfc,104079
onepercent,536966
CTLam331,670178
strandedwhale,533756
djpoint,17936
ciggiex17,561540
wangleewangleeno1,570793
chian0629,562251
Babymusic,143956
PinkNoise11,567059
fluv,10451
Lazymusic1011,651531
fran1024,59276
woodenglasses,244764
leegof,547494
Marstn,557525
vickeyjasimine,599898
thisisyoyo,72757
xljlee,11331
Amazingshan,159427
LUNAofficial,676174
Immanuel,543432
yanshousan_,578869
ripplesmusic,511552
smokingarea25,546995
mason13,10872
ShawdowLight,621691
Humanity_mirror,662820
indieFAT,125842
UnfairPaiN,327514
mymaytai,32784
dakanow,559152
aniefann,360509
whocares2016,569295
joyce_ch0627,627810
Nizope,167989
republic,313080
sabrinaband2019,607930
Havens,22288
joshboi0807,147332
woguidehuoche,561670
recall2020,620097
aaasi,294565
TNSO,369497
a389962581,591029
ninemaps,167224
ivor27tw,27654
cgsh97_monkey,661138
Jannnne824,613180
vivajonathan,138091
thisisyoyo,49638
VastHazy,557452
VerityPower,409309
bryansoulmusic,488197
JIMMY19830622,14981
heatmark,613245
skippylu,622438
ColdColdRoad,373726
chairoxychen,398071
HappyHour,657893
minokabasawa200,90426
djpoint,210231
Theseus_tw,641818
real_jimmy,133321
thelookingglass,171445
zaniband_tw,548815
asiamuse,53524
codie,602555
mawmaw93,566803
songce,752
mcseminem,26377
unijjfu,120971
sexypouch,194710
vivian13tw,150549
brianpotter,582473
saintg,646964
guntzepaula,602092
VastHazy,161063
yasakamark,548543
exit,331749
yoricky,669659
woguidehuoche,561677
k7820320,646790
mcxiao,14531
everydaze,662564
summerscream,639096
aged_star_kga,635274
LBCGFUNK,150020
roberthu0410,645382
eve90711,219689
lrabaisomeng,600289
ojayz_,610454
noisy_bar_1f,647101
fannmusic,157579
spider_yooo,611352
vacuumusic,378159
paul871007,625933
LionKid,626202
chrisxxx,141818
Cyliu521,653092
Charliechin,671102
bugnbirdband,552193
tdawg666,42332
staradio,199317
seansu0801,147834
gentlesquid,602375
chillouttree,499457
youngcee,64347
EarlBand,583726
NCKillaz2017,555814
cgsh97_monkey,661566
jiexi_zhao,659933
Zr1996,568198
sweet870107,150218
Local_Bomb,619013
harlanoriginal,501137
collage7275,589085
tj3391,113689
taylorbear,370891
flowstrong,596973
LINOFFCIALTW,577153
dingdingshishi,108018
slack_tide,173458
lucywu0330,592297
andrew20120309,608718
SRollercoaster,556148
justcurious,147744
shaohaomusic,366925
Cloudyku,669084
keepitrealrecords,544214
WarrenZ,577207
manchuker,62478
1080,581946
FayeHong,599230
Cliff949,586165
Cliff949,565654
grc19980803,628958
lilbeam,615647
UndecimberFin,657819
pickup,518887
mason13,53103
strike126,108920
real_jimmy,108559
Amido,75717
hue1993,632682
floyd_huang,557165
LIEUTENANT,107223
pan0429,91493
QuachilUttaus,31339
paleeedot,654404
leonzheng,297440
djvesta,78812
Serrini,624022
dishpresto,116876
wild_waterfall_5v1,527912
SADOG,572945
nastyjrfog,57858
minging27,148292
SoulFaofficial,569736
ninemaps,167216
MaoOfficial,483537
neo80750,35416
masatama,172828
lilbin,662646
shinken,585279
mawmaw93,566804
candlekuo,594109
wayhome60585,132261
728_xyz,653629
as513df,605055
rule1230,540654
stothen_n,656607
14production,71171
Mao5095,567596
Egg2578,637512
thetictac,352047
Pew,569200
themmk,162407
jumprock0816,322167
sparkling_rice_1cu,593834
heiwuyuedui,518341
C8G3,32049
REDGORDON,36000
NUBLACKOUT,16273
RyanGunns,571555
xlstone116,12034
Yanzhangg666,635433
weareallears,596365
hjk12021,567518
ethanyuchen,624366
Vinny,49422
masacraeyance,32428
maryseethefuture,603161
newtaipeiLAD2017,537151
Buttergarden1769,620902
TzChien,601852
qnpupu,72592
kiwif2f2f213,548631
kuyusistudio,563401
wuhuahua,354660
skippylu,296258
fannmusic,378160
BurningIsland,334512
ymhxxsuan,619474
poorrabbitjoe,522952
kjilmari,56110
lrabaisomeng,600290
tdawg666,41191
u06jp6com,371811
huanhuantw,626581
sss_driver,125541
wq5080777,644096
tj3391,113690
syhuey,110643
leo20041230,645259
Small_Island_Big_Song,660546
floyd_huang,591729
MCMTW,664539
TwistedDonutMonsters,593797
daz4shizzle,26988
yuchangmusic,576747
verygood123,139361
Amusing_Amy,593439
yawaimawlin,603089
IGUband,319704
treesmusicart,564273
flyingpet928,353787
dpgc2008,88428
gasquill,136212
michaeliu,397783
lzy64,21776
nastyjrfog,39916
shaohaomusic,366935
lomoguitman,653453
queensuitcase,274094
flyingpet928,353772
kishikan,198041
jariel211,195506
prcs,115296
sodoesthedog,635543
ChihSiou_,598857
sseriouss,580727
legend_of_vessels,676032
nononono,281737
mcxiao,113804
IGUband,319689
williamkk4646,643593
freefalltw,383062
AC9,615973
Changpunch,654926
seansu0801,135628
mymaytai,33436
jason90929,194117
aeonnight,149541
djp88168,654792
angelo_leeric,494187
bunnyzoe0327,652713
slack_tide,173452
mokaapple,110053
fromhush,185135
newsunglasses,171006
youngstar,15889
onewaystreettw,501677
joeslowlyman,12575
Salvia1218,673994
2017flykite,489452
yellow_flower20181014,591596
JADE_official_tw,595757
flykite2016,369774
Solo625,130500
1chao,587762
queensuitcase,264814
Yiijiajia,476307
rekileggy,666596
skippylu,565755
yingying0113,125093
SoulFaofficial,592397
hsiuLiu,626044
Hurok,476172
SnowyDnB,595030
Yugi_Lu,610844
mslava,591128
opingoseng,665569
BetaGida,148044
liliumtaiwan,374045
theother,352821
cucam51,121940
Marlboro_r3d,635219
hentaichiwei,366429
hsinpei,169914
gaofunk,351363
mengtingxie,616848
HelloNico,372590
Nopillowforsobaka,546666
apekiller,397
pierrehuyue,358880
HitlerRonnie,21911
minokabasawa200,90420
jerry_chou,601947
marcoschiang,53851
bang1hau2wun2,604589
privateeyesight,489882
Charlie41,608465
freefalltw,512327
Maddogbb,572239
southbadboy,563497
sidicklam,372339
shikiharu2020,621697
Windmillband,102313
acawanted,654459
drogas,675878
FooLinGeR,24001
red_rice_bt2,573071
tdawg666,36997
ZZ23217742,631512
saintg,645604
ZZ23217742,597803
kyoudou827,106340
dayfix,60547
linus_tseng,617931
Cicadatw,569156
Shipoffoolstw,201183
faasofficial,395526
djvesta,82005
ken830615,625398
yungru,157934
ivybbqq,133268
InsomnimalPlanet,597521
tomhouk078699,558859
projectace,312008
cs830328,365880
fromhush,176518
MCebbi,65649
wildling,116802
fredfred81111,300407
z0934362538,664902
skippylu,669213
tomaawards,628285
santaklaus,122514
codie,603460
shuchan_chiu,622263
peppermint_gin,152129
liliumtaiwan,374046
joe540356,3671
Whoareyou1,678603
OrangeOcean,581143
dannyteng4785,606897
pqpqpq,155664
SagerVVu,119962
wearewang,516467
YoungLee337,645054
seansu0801,149501
Pinchill,666410
ChihSiou_,598858
k7820320,368352
jcfc,92943
goberwei,670871
fanocean914,626798
YUNGLILY,586833
willy0307,583586
dincheung,183953
Theseus_tw,666852
Skey,567455
usaymasiru,165907
nainaiband,598500
a0927988682,663495
mcdavi,4063
tomaawards,598821
somethingian10,364240
winsound,123508
yabashinfu,643483
tb303,24280
fee8ack,372401
louie0630,653482
desolatechen,82346
chian0629,546543
hanchen112,660840
prcs,115299
Dotzip,585027
louis870712,596418
fangdongdemao,576847
ton555,85061
yungru,154381
s9640135,625918
otinao588,141528
lowbrightness,180444
dafellaz1986,153261
missbananaTW,180588
juzzyorange,137452
FoolAndIdiotBand,382829
kelly_meng,657521
shrill_moon_ps,657325
TLW,142196
flykite2015,334641
lusergang,563828
subyub,376252
huanhuantw,626582
ControlT,482362
ENMIN,539066
LBCGFUNK,3149
lusergang,615947
FJ_Jimmy,367888
ilovefunk_0407,590271
Marstn,364204
cozydiary,170874
mason13,22815
newswimmer251,599657
unijjfu,107589
ATWGirl,167268
iguitargirl_tw,141448
VulgarSavior,665910
noisy_bar_1f,639666
min19950904,568832
Cicadatw,119108
SiriSimranKaur,627068
agwurn,661953
ControlT,374980
yabashinfu,606320
flowstrong,653044
sitabandhk,504032
undereyes,645685
nainaiband,580387
gabriel_0919,615894
SNSOS,546704
dsslio,665064
yawaimawlin,603090
THeUnspokenRules,372768
cloudyclouzy,607554
floatpin6,295336
b0826407,92476
BeTrash,185803
dzjones,12573
flow,12665
stu84096,150414
bucho_official,667034
apieceofcake256,662714
resaclub,594996
wearewang,556201
Cuteboy,9851
FunkyMo,559072
sheming,579927
hereisnoe,677693
asdt4101,664107
leonzheng,622167
Whoareyou1,678986
JamesFang,598575
seansu0801,131531
snowonacrowy,546267
zycozycozyco,516067
p0wei,116554
thesleepyhead,590669
hanle,33153
2u04v1c,585842
l1211y,55706
VulgarSavior,676248
icekrozz,99312
real_jimmy,114058
KLEON,586589
avion_4e,417493
sunkiss0209,665738
evanwangmusic,561278
alicewmusic,68176
EGGYY0208,629151
suming,499822
WaveManner,546026
jayawsxedc,635354
soundandpicture,623640
tomaawards,598807
limitpapa,648110
chrisxxx,66542
bettykemusic,554170
johny78219,119289
lilrad0920,660088
wdragon1017,566225
Bibo_lii,669821
citypartsy,316629
donkeys_ear,197378
STD269,602883
thepricelessboat,548546
joseph52208,614030
Ceezy,77155
ColdColdRoad,368716
manchuker,40905
leiyin520,70375
nica,20749
liangzan,352545
fxxkboi69,619835
a0927988682,663494
ckamband,660342
MateLin,371895
davidwei,629907
fish1474147,485017
perse,533376
ocat601,479622
teetrain0112,607475
khaihan,145792
kia9933,673496
saintg,639001
flyingpet928,189779
Lei_Lei,139672
SoulCrew,362815
blez,599837
joered168,131965
Amatistic,565648
mason13,37501
clouddriver,654634
FooLinGeR,37081
bandkiller,652331
yuan183186,348846
massmanb99,170473
ChicoTsai,609134
gwenchichi,91476
ChihSiou_,617051
racclu,114518
gimmy27tw,82348
longhairmonster,140225
Mirrors,546493
missbac,657071
Bibo_lii,664211
maryseethefuture,334456
bedroomjoint,43631
formoza,625766
bibo30200,641930
fw7975,644516
wearevoyager,590671
goodband,349605
saintg,645272
GreenClan,123584
silenttoads,343809
austinyen56,647398
VulgarSavior,672496
jariel211,190236
shun_tsao,560803
stuck222_official,663392
ironhorn,552529
rabbit50329,206322
HanZ,313546
14production,54544
xiechunhua,491506
lilbin,628788
missdie,6865
barkher,470121
markus_pan,649522
staycool,195233
zitanrunrun,555311
FJ_Jimmy,367895
tomaawards,665330
BurningIsland,391226
stepmania,153297
WhatINeed,575200
vuLnerband,209296
13515127261,380776
ocat601,630039
PashaHK,200612
JingWong,471108
blueburn,584646
SRollercoaster,649560
Lin_0707,675974
taipeicases,204094
KurlyKaeya,653914
KLEON,586588
pow910166,5854
Roaringatman,606286
chen55794,606538
jimmy3063,656067
kumarathecat,651109
liveddie,600922
manchuker,20120
ro_cm_music,512207
vannyma,11888
CYH_music,649124
codie,626912
VHF,117645
momohuang,103250
st9923303,673419
lechenggood,681196
pseudo,374240
youngstar,78364
basiwali,97176
anyanbai,51084
Epitomeband,627583
aqswdeandy123,645360
esoac,534106
woguidehuoche,561676
chison0420,556636
hideto810006,144224
Fogbow2013,549555
Lexuan__,602206
long_bonus_m5,484827
queensuitcase,330921
ssssg3,140611
SoulFaofficial,599739
SADOG,605869
ilovefunk_0407,495762
COFFELEE,547578
linlin0916,191514
wenda,564531
FRUUiT,361319
fxxkboi69,630685
gaexpa113918,600531
datzaduno,599829
blackradioparty,641503
legend_of_vessels,676712
silentjeff,406611
flow,12661
mosesrie,306437
DoliDoly,630920
troublebox,43197
whaledone,671986
staradio,181763
like_a_rolling_poem,666926
aaatmy,144683
soundzimage,70213
StudioM,535316
dearmusik,204912
Amido,159319
hollyloutaiwan,389026
santaklaus,99834
poshinverse,618994
exit,370483
cold_sunset_4c,564204
aaasi,203843
tianfang,338913
emergemusiclive,594064
retros,32571
whaledone,564572
ashley13,110485
kolaswu,588692
SonicDeadhorse,759
saintg,659243
yangjeff0405,560719
ascent,32419
haya,31679
lusergang,594428
kolaswu,563924
BoysWithBigCock,555368
lucywu0330,592294
celia_201,135312
Ivan_PJJ,593945
MessBand,619241
djrayray,86963
long_bonus_m5,514807
PruneDeer,553463
saintg,642836
goodband,653468
jeannieask,573934
RebelSlaves,556543
2012southmusic,529156
KE1996,629614
saintg,665703
flykite2015,335076
desolatechen,647069
rock_1020520,676483
epds2016,390071
missbac,590243
richard871011,599331
fannmusic,661191
verygood123,153109
TJKidss,609706
spell,389216
yeekeetaytaytay,633469
ns69,14910
ascent,33575
gasquill,133963
hsnupmc,475797
annechang1204,356079
FrozenStreet,546084
jimmy1983062222,26940
hue1993,632421
hidden_recipe_too,596396
PrintedNoiseLab,585926
RIGband,618725
sparkling_rice_1cu,664524
alplus,50245
cgal__,636103
whatmulan,7782
PSYCHO_PAN,656490
Goosander,557973
mrliu,133153
epds2016,528107
tungtung88,636825
zozopenny,367543
kriskuan1101,300715
NANMEN,143537
Endlesswhite,563816
teppei9462,128057
xyhan96,527987
Wildodio,642881
_a_peng_,580068
Bryan1013,631979
connie1118,677695
austinsu0207,632189
ZodiacTW,346125
pdyang0923,580564
MajoDashin,569432
lahumeur,542370
AWorldElsewhere,568218
woodenglasses,600105
missbac,640459
AntiDogs,514156
collegetown251,16595
explosivebreeze,557717
djpoint,139255
yasuya,130841
kuyusistudio,542019
zos,659341
soundcard,185324
bunnlysium,580462
gn00620357,671225
vagueEyes,560926
Mao5095,568468
CrayonChen,498782
mason13,56447
PrintedNoiseLab,498577
legend_of_vessels,676374
hanslin,142610
Cuteboy,111151
weiwei617617,593483
paulybleeonly,623257
dlrkloc,559024
chichiao1314,600342
hou_rfer,657574
Charliechin,658205
britmitch,296631
vacuumusic,645361
pnfc,328386
saide,617143
Ceezy,97544
chrisxxx,182226
violetlens,620054
leeky37,109193
neosoul6666,604128
Charliechin,669318
banny42,27274
wearekulumaha,677052
Ian92526,598518
nastyjrfog,53889
xljlee,74226
ajun9356,570460
arny,22048
maryseethefuture,146513
Young_Lin,604339
JIMMY19830622,14451
micheo220,574776
sweetmachine,634990
ATii,604938
leo30413,669618
themilvus,570180
VOOID,553445
legend_of_vessels,677304
MCMTW,664537
KennyChigga,42186
LKSS,113228
edward_chiu,666630
gaoyuhan,10367
cs456gz,171378
BloodySweety,578169
thestars,382254
pnfc,200991
JingWong,162702
theforest,294090
djpoint,210225
lil_ray826,652315
angelo_leeric,602689
Cuteboy,148790
aniefann,363947
luenhsieh,34467
flowstrong,600121
rabbit50329,204829
ironhorn,552531
verygood123,111838
goodband,377696
clouddriver,666777
Inertia_addiction,622096
winter_moon_sv,587577
BeTrash,326662
mon7979079,149066
BenisonKan,91337
fannmusic,393656
Buttergarden1769,617798
Nocturnes_bj,546343
kurtpengyu,586818
COFFELEE,492936
1023yang,571628
moonrize,595149
formosa,30344
nicky_liu,680701
huanhuantw,501917
kiwif2f2f213,395996
Mystery,133435
fleshjuicer,567666
FayeHong,574229
solitary_moon_by,606182
Thelifejourney,619028
stingie,367297
cornerrecord,587655
gasquill,157286
hue1993,512117
aaasi,377630
wei14141414,28469
ooxxya,10731
whu976604,620055
skymu,183215
aaasi,376249
hsinpei,180372
KueiGun,615684
MangoPan0914,601020
3350350,1028
andyf565,128582
rabbit50329,361006
newswimmer251,617309
fuermosha335305,571718
JabinLaw,482147
JIMMY19830622,15969
thestars,382249
match0728,602796
Cettoana,134774
wearewang,596486
Yugi_Lu,623530
Theseus_tw,669367
fromhush,154375
ocat601,374208
wednesdaywu,564565
jimmy1983062222,32877
WaveManner,600454
Joysun,201250
SoulFaofficial,613676
maryseethefuture,192229
lsfhorner,152749
AplusCrewCDC,70926
theother,610676
headcomposer,393016
weiwei617617,613795
bettykemusic,597844
imeanusband,660369
panaitaiwantour,628186
akb877_848,649672
SNSOS,546703
mochensky,641265
GreyEYES,550940
erine7878778,61352
yeeeeecher,617927
twoday,32986
fromhush,119142
lecs,83672
crlnolva,35177
___joein,650441
normalweekends,616873
jcfc,81162
lshtd,138828
MCMTW,596511
highcapacity03,648175
gina27,65961
gaexpa113918,605406
match0728,598860
imdifficult,640853
blackstar,114638
blackradioparty,363707
FAZI,371191
bibibee,168330
hereisnoe,658858
orangechang,623160
rainofsorrow,604731
vuvusound,633598
ladytrouble20181229,667176
anzi1986,12382
jcfc,79545
loverukai,125299
HaotingHuang,661773
singer0825,630801
bryansoulmusic,539876
Paigesu,143372
SADOG,573845
mason13,81860
zos,561988
chrisxxx,619361
ggg0748,590365
chinchin88,659493
gasquill,145380
Rez,129842
jcfc,117650
poshinverse,132866
VocoNovo,160159
youngcee,528136
ninimusic,130968
pigheadskin,363659
yingying0113,125090
HelloNico,261014
Goosander,498732
wanderingpark,655205
Local_Bomb,605829
mustbeniceband,548508
PruneDeer,510327
skippylu,126906
Slimheaton,40196
jimmy1983062222,27510
Hot_Baylor,611704
ZiXuanslowtrain,392121
gujifudaoshi,680050
kant0828,184207
bolaluyan,200517
WhatINeed,583266
chrisxxx,330939
jameslu0412,572221
BloodySweety,568750
keepitrealrecords,544208
jingwu_571,662055
rhymebot,96768
william810,498977
lukechan168,570488
Chocolate_Tiger,269354
HelloNico,372594
soulofears,524826
djpoint,210223
sugarboyS,610737
hedahe,383933
utopia0224,204397
venven,100968
rabadee,558696
all_lee,662464
djsushi,9078
thisisanufo,672156
SRollercoaster,650023
ChihSiou_,622901
match0728,614188
2G2office,676582
imdifficult,581510
peterlin01112021,648712
UrbanIslandRomance,634219
teng100624,644317
yeeeeecher,584367
the___scenario,664701
FeatherMac,612892
mandy_mo_0518,640128
dr19850610,18555
14production,71036
Dustpie,595983
peilei24,143516
Limn_Lin,620403
old_cat_agency,552864
YHLee79,578446
aaasi,414451
meltingbridge,584938
hue1993,563821
kurtpengyu,677797
KATTILOTH,566299
ANANKE,555600
seito_uta,616875
TzChien,581250
FJ_Jimmy,367891
long_bonus_m5,484522
liliumtaiwan,374047
PCHF07070107,624090
yettobeartists,605237
missbac,579807
subyub,552989
hsnupmc,555561
chengyao,316089
hanchen112,647806
calm_fire_oy,576979
leonzheng,598461
prairiewwww,345519
luckystrikegreat,297949
1128danielchen,549907
13515127261,469346
royalflush0224,616777
cold_sunset_4c,598058
Sangpuy_SKM,373765
teenageriot,322513
stoneuniverse53535353,569236
Reece870203,615348
lilbin,630732
rickhuang0802,679614
WideSound,163397
yasakamark,574584
Theseus_tw,615438
HowShiloh,679669
woodywoody2g,115248
uiop8621,646904
BeTrash,317884
norv,576688
dannyteng4785,576119
imeanusband,369005
smmaooo,64953
SilviaYang,178943
evenfallelapsed,597234
Mao5095,561110
mardrea,149487
djvesta,74409
mcxiao,45117
gsc,1854
ChenWuTW,510262
huangweijieweijie,567832
newlife200732,133204
nastyjrfog,54713
PinkNoise11,313168
JeaMimw,662900
lucymeow,674342
Frescoco4,582812
mintgreenmill,549524
staycool,69809
thetatw2017,402026
soulofears,524841
Illy,107265
paralleloutput,178253
victory05160223,107347
Ceezy,73341
seaweedfromkt,647604
tony_taur_0918,631065
zoomie_live,553579
Madmusic,116020
forgettheg,587325
YangZhong,364333
saintg,673204
TzChien,546194
abomusic,210250
MCMTW,596507
thesignofhuman,377054
minokabasawa200,107586
fast0418,616989
hue1993,554836
richard871011,604252
zitanrunrun,545156
tsao36,150978
2012southmusic,529141
joelin_0910,129500
dizLike,602988
leeky37,114995
wq5080777,660972
mymaytai,33437
teng100624,605975
wahyan_chow,376776
aaasi,203852
Fogbow2013,324178
brianpotter,634567
peterlin01112021,667661
0912302438,655512
ATii,606167
Finn13,92659
a0927988682,663493
huanhuantw,575098
huafu,162139
guinh,650689
PrintedNoiseLab,617350
kninat,90738
ybw83,370583
countyroad184,312137
minokabasawa200,90428
goodband,337809
djpoint,18498
ssgf,125552
daylightbalcony,557279
djsushi,8779
Chocolate_Tiger,269329
huangweijieweijie,567850
sixteenmins,391826
jimmy3063,625785
coverpeople,374092
gordonsgodown,160365
luckystrikegreat,547615
cloudyclouzy,610956
strandedfalling,679615
the___scenario,589722
spillionke,681362
williamkk4646,645627
themanbandtw,606064
weimojay,136894
Udig,76980
cozydiary,349422
william810,596147
thestars,382269
krush,25574
Marstn,565616
SarahVonderHaar,35349
usaymasiru,600656
xixifu,564374
imnotdorothy,318259
mzhenzu,587396
wq5080777,667028
arny,1594
nathan0516,160987
imeanusband,369633
Paigesu,542382
ennogogo,126316
ankk8313511,591727
OfeliaYang,495457
TwistedDonutMonsters,370985
COUNTERVALVE,537946
hanslin,67243
Pinchill,649519
instinctofsight,321444
thelifejourney5,210464
RIGband,568256
TheSynthFrame,570255
mintgreenmill,605519
13515127261,380738
Zr1996,572439
gina27,87136
jerry_chou,601950
WhatINeed,642660
angelo_leeric,534631
downer,182020
wearewang,596487
major,8668
x820625x,471826
ascent,32516
pinky_queen,398141
lihongchung,553191
littlefo,580597
chrisxxx,167701
huanhuantw,555437
tonychenmusic,134803
tomaawards,665337
dingdingshishi,135010
norv,576694
ChenWuTW,627634
pnfc,554548
MillionWang,602047
14production,49914
orangechang,646796
ho860714,655269
l1211y,117269
woodenglasses,600358
UndecimberFin,652382
JackYen,581379
fishlin,601034
WhatINeed,566659
girlin,628476
hsnupmc,554478
funkgile,621623
Nvz1999,635805
zaniband_tw,609459
mrmouth,363817
BloodySweety,568753
k7820320,622643
JabinLaw,482127
Tek,32215
NCKillaz2017,566743
ninemaps,167223
gn00476239,150172
OBSESS,185836
missbac,545844
HelloNico,330541
polysicsordie,10112
histar970,309257
14production,42930
SRollercoaster,556144
ze2764767,127742
fromhush,117681
qwer3694545,633431
SorryCarter,309773
ze2764767,123563
MCebbi,51968
10606028,678803
blez,581424
frank_chen88688,603781
tsaibrett0916,679354
woodenglasses,600357
blez,562156
wutu,336936
mcxiao,58049
taozihtong0430,648380
YangZhong,350598
ZhiyuXia,563156
chairman,160665
xxxgggiiang3345,678469
fannn_1999,638081
jiansuepin,382664
Grayband,615966
palapelit,205411
hannah456,624078
dingdingshishi,208987
taozihtong0430,665246
freefalltw,487137
youngstar,23223
PurpleHaze,643292
InsomnimalPlanet,597524
davie50305,66859
BeTrash,507627
seito_uta,554959
c22_lab,672095
joelin_0910,132625
vivajonathan,24858
PrintedNoiseLab,498582
richard871011,615045
aceguitarsband,196121
liliumtaiwan,374043
vain,127927
selfkill,173805
nckn,674140
anyonesthere,376308
theandy123,130773
long_bonus_m5,631742
alto61,642636
kiwif2f2f213,487212
u122128149,611861
ToFlip,639785
Chocolate_Tiger,269334
limitw,665885
88Balaz,124878
legend_of_vessels,675617
JADE_official_tw,603421
boss051200,671436
youngstar,27094
OBSESS,328528
wutu,336933
ripplesmusic,609269
UFIN,656981
glide,105290
x820625x,520762
fragilegirls,540435
Whoareyou1,654967
prairiewwww,625172
lpj2017,542325
zycozycozyco,547151
qwe90011228,676817
skippylu,557405
like_a_rolling_poem,666979
keymusic,167428
no_smoking_for_ex,566580
apple123432,606925
zoo1110,625479
match0728,614433
backquarterno5,46966
OrangeOcean,581144
_lh__1999,670836
sherliq,22304
tzangms,94716
fragilegirls,580375
WangWen_,319191
semitune,108551
fromhush,158346
